brand,model,model_year,milage,fuel_type,engine,ext_col,int_col,accident,price
Porsche,Boxster RS 60,2008,58000,Gasoline,303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Silver,Black,True,41500
Ford,F-250 XLT,2010,52246,Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,Tan,Medium Stone,True,26095
Kia,Sorento EX,2016,64290,Gasoline,2.0L I4 16V GDI DOHC Turbo,Snow White Pearl,Satin Black,True,16999
Nissan,370Z Touring,2009,37500,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Orange,True,21500
Genesis,G70 2.0T,2023,2121,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Red,True,40750
Land,Rover Range Rover,2013,57000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,26000
Mercedes-Benz,S-Class S 560,2020,22000,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,69500
Ford,Bronco Wildtrak Advanced,2023,2000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,66500
RAM,1500 SLT,2018,61802,E85 Flex Fuel,305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Black,Gray,True,32000
Jeep,Grand Cherokee Laredo,2013,106700,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Black,Black,True,13500
Audi,RS 5 4.2,2013,75965,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,35999
Jeep,Grand Cherokee L,2022,31804,Gasoline,3.6L V6 24V MPFI DOHC,Silver Zynith,Global Black,True,48995
Chrysler,Crossfire Limited,2005,116320,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Gray,Red,True,6000
Audi,S5 4.2 Premium,2011,156875,Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Black,Red,True,9900
Cadillac,CT4 Luxury,2020,35200,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Black,True,28500
Maserati,Ghibli S Q4,2014,76000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,19000
Jaguar,F-PACE 25t Premium,2019,29000,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,34500
BMW,750 i xDrive,2019,33499,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,44495
Acura,TLX V6 Advance,2019,25779,Gasoline,3.5L V6 24V GDI SOHC,Platinum White Pearl,Ebony,True,30999
GMC,Terrain SLT-1,2015,76296,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,9500
Nissan,Versa 1.8 S,2011,109902,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Blue,Gray,True,4500
Mercedes-Benz,C-Class C 300,2019,23083,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Beige,True,33500
Toyota,Matrix XRS,2003,143600,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,4199
RAM,1500 Limited,2021,22000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,54800
Mercedes-Benz,AMG E 53,2022,13000,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Silver,Black,True,81500
Audi,A5 2.0T Premium,2018,53000,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Brown,True,28000
Lincoln,Navigator Reserve,2019,44741,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Beige,Beige,True,52999
Audi,A6 3.2 quattro,2008,202000,Gasoline,255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,Blue,Gray,True,5700
Chevrolet,Silverado 1500 LT,2006,215000,Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,6995
Mercedes-Benz,S-Class S 560,2019,77138,Gasoline,4.0 Liter,designo Diamond White,Black,True,49998
Volvo,XC90 T6 Momentum,2018,90641,Gasoline,2.0L I4 16V GDI DOHC,White,Amber,True,25999
Toyota,Camry SE,2011,177702,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gray,Gray,True,7700
Mercedes-Benz,Metris Base,2018,58350,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,29497
Chevrolet,Camaro 2LT,2010,86170,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,17000
Mazda,MX-5 Miata Grand,2012,36568,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Beige,True,20199
Ford,Escape SE,2015,54357,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,White,Gray,True,16250
Mercedes-Benz,S-Class S 63,2015,20394,Gasoline,5.5 Liter,Black,Black,True,59598
Kia,Niro EX,2023,7578,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Snow White Pearl,Charcoal,True,31113
Porsche,Boxster Base,2010,64800,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,20900
Toyota,4Runner Trail,2016,117780,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,27750
Land,Rover Range Rover,2016,86202,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,18750
Ford,E350 Super Duty,2012,163000,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,White,Gray,True,19550
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Gray,True,24900
Jeep,Compass Trailhawk,2018,31000,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,22000
Mercedes-Benz,S-Class S 560,2018,103069,Gasoline,4.0 Liter,Anthracite Blue Metallic,Silk Beige/Espresso Brown,True,40998
Mercedes-Benz,G-Class G 550,2021,22480,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,White,Brown,True,135800
Lexus,IS-F Base,2010,41500,Gasoline,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,44800
BMW,335 i,2010,91545,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,True,13000
Audi,RS 7 4.0T,2022,4100,Hybrid,591.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,Blue,Black,True,162500
Buick,Lucerne CXL,2006,110000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gold,Beige,True,5000
Lincoln,MKX Reserve,2016,88000,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,18500
Nissan,Armada Platinum,2018,42833,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Blue,Gray,True,37000
Porsche,911 Carrera,2020,23278,Gasoline,3.0 Liter,Blue,–,True,114998
BMW,435 Gran Coupe,2015,60100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Blue,Beige,True,24995
Jeep,Wagoneer Series III,2022,17381,Gasoline,5.7L V8 16V MPFI OHV,Velvet Red Pearlcoat,Global Black,True,69685
Cadillac,ATS 2.5L,2013,63172,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,12995
Ford,Transit Connect XLT,2010,72000,Gasoline,136.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Gray,True,10900
Audi,S5 3.0T Premium,2014,67900,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Silver,Black,False,25990
Toyota,Tundra SR,2018,51000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Gray,True,38000
Jeep,Wrangler Unlimited Freedom,2013,54500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Green,Black,True,35000
Maserati,Quattroporte Base,2006,61840,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Gray,Beige,True,16500
Mercedes-Benz,CLS-Class CLS500,2006,28950,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Blue,Beige,False,16750
GMC,Sierra 3500 SLE,2002,300000,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Black,Gray,True,5000
Nissan,Frontier SL,2011,103400,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,17000
BMW,M5 Base,2023,816,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Alpine White,Black,True,109900
Porsche,911 R,2016,719,Gasoline,4.0L H6 24V GDI DOHC,White,Black / Brown,True,489000
Land,Rover Defender X-Dynamic,2023,3678,Hybrid,3.0 Liter,Fuji White,Black,True,81998
Ford,F-150 XL,2016,107000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,White,Gray,True,22000
BMW,M8 Competition,2022,5018,Gasoline,4.4 Liter Twin Turbo,–,Sakhir Orange/Black,True,114998
Porsche,911 Carrera S,2010,13850,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,True,71400
Volvo,XC70 3.2,2008,46700,Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,White,Beige,False,11400
Chrysler,300 Touring,2021,21478,Gasoline,3.6 Liter,Silver Mist,Black,True,27798
Honda,Insight EX,2020,64200,Hybrid,151.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,White,Black,True,20499
Porsche,Cayman S,2006,31075,Gasoline,3.4L H6 24V MPFI DOHC,Black,Black / Stone Grey,True,36250
BMW,M5 Competition,2020,35400,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Orange,Black,True,71950
Audi,S4 4.2 quattro,2004,74030,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Silver,Gray,True,16000
Ford,F-250 Platinum,2021,48549,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Antimatter Blue Metallic,Black,True,69998
Kia,Seltos S,2023,5182,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,32500
RAM,ProMaster 2500 High,2019,31681,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Black,True,33500
BMW,M760 M760i xDrive,2020,23430,Gasoline,6.6 Liter Twin Turbo,White,Black,True,80998
Mercedes-Benz,E-Class E 400,2015,30300,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Black,True,29000
Cadillac,XTS Luxury,2016,112000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Blue,Beige,True,14599
INFINITI,Q50 Premium,2014,127356,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,19990
Volkswagen,Touareg V6 Executive,2017,50600,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Red,Brown,True,28890
Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Black,Black,True,9950
Toyota,Tundra SR5,2021,33455,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Green,Black,True,44750
BMW,X1 sDrive28i,2022,43000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,35750
Mercedes-Benz,GL-Class GL 550,2016,46102,Gasoline,429.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,35300
Cadillac,XTS Luxury,2019,59000,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,21000
Jaguar,XJ8 Base,2004,134000,Gasoline,294.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,9500
Chevrolet,Camaro ZL1,2020,3715,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,150000
Mercedes-Benz,Sprinter 2500,2012,100245,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,White,–,True,24000
Mercedes-Benz,C-Class C 300,2022,8583,Gasoline,2.0L I4 16V GDI DOHC Turbo,Cirrus Silver Metallic,AMG Black,True,42999
Dodge,Dakota SLT,2003,141800,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Red,Gray,True,5700
Audi,A5 2.0T Premium,2012,77000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,13800
Audi,A5 2.0T Premium,2018,67035,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Pink,Brown,True,31500
Audi,S5 3.0 Premium,2012,61450,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,19500
Porsche,Panamera GTS,2015,39500,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,52590
Mercedes-Benz,AMG GT C,2020,6600,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Beige,True,128900
Chevrolet,Camaro 2SS,2023,2300,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,51500
Audi,Q7 Premium Plus,2023,10601,Hybrid,3.0 Liter TFSI,Mythos Black,Black,True,61998
Maserati,GranTurismo MC,2018,18000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,67000
GMC,Sierra 2500 AT4,2022,31681,Gasoline,6.6L V8 16V GDI OHV,Cayenne Red Tintcoat,Jet Black,True,67963
Cadillac,XT6 Sport AWD,2020,24114,Gasoline,3.6L V6 24V GDI DOHC,Garnet Red Metallic,Jet Black,True,49427
Jeep,Grand Cherokee L,2022,22109,Gasoline,3.6L V6 24V MPFI DOHC,Bright White Clearcoat,Global Black,False,43389
Chevrolet,Avalanche 1500 LT,2012,148000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Black,Black,True,18000
BMW,M5 Base,2018,41000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,White,White,True,60200
Nissan,Titan SE,2009,127600,E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,Brown,Gray,True,19500
Dodge,Ram 1500 SRT-10,2005,138450,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,Red,Black,True,19000
GMC,Sierra 1500 SLT,2013,230000,E85 Flex Fuel,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,White,Black,True,15500
Lexus,RX 350 F,2017,53649,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Black,Red,True,33000
Mercedes-Benz,GL-Class GL 450,2012,174000,Gasoline,335.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,11999
INFINITI,QX80 Luxe,2022,49860,Gasoline,5.6L V8 32V GDI DOHC,Black Obsidian,Graphite,True,47645
Mercedes-Benz,AMG C 63,2021,13650,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,75000
BMW,528 i xDrive,2016,134000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Brown,Brown,True,13500
Porsche,911 Carrera,2014,78000,Gasoline,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Brown,Brown,True,68000
Porsche,Boxster S,2005,65750,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,Blue,Gray,True,21750
BMW,X6 M Base,2021,18000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,94000
Ford,Mustang Premium,2007,121630,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,White,Black,True,9450
Volvo,XC90 Recharge Plug-In,2022,9408,Hybrid,2.0L I4 16V GDI DOHC Hybrid,Black,Gray,True,61999
BMW,528 i xDrive,2016,120000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,White,True,16000
Cadillac,Escalade ESV Platinum,2016,168600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,29500
Chevrolet,Corvette Base,2004,43705,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,25900
Audi,A5 2.0T Premium,2013,111000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Beige,True,11500
Audi,TT 2.0T Premium,2012,64549,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Silver,Black,True,17000
Buick,LaCrosse CX,2007,53000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Red,Gray,True,6500
Chevrolet,Camaro 2SS,2017,13465,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,White,Black,True,44900
BMW,M3 Base,2015,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,40000
Kia,Optima LX,2011,100331,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Red,–,True,6900
Toyota,Supra 3.0 Premium,2022,24850,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,True,53568
Lincoln,Nautilus Reserve,2021,17467,Gasoline,2.0L I4 16V GDI DOHC Turbo,Pristine White,Slate,True,43860
Nissan,Pathfinder SL,2015,115000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,11995
BMW,X5 xDrive50i,2015,72000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Black,Brown,True,26500
Mazda,MazdaSpeed3 Grand Touring,2008,162000,Gasoline,263.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,6500
GMC,Yukon XL SLT,2017,47589,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,45500
RAM,ProMaster 2500 High,2018,10339,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,White,Gray,True,36990
RAM,1500 Classic SLT,2021,32092,Gasoline,3.6L V6 24V MPFI DOHC,Patriot Blue Pearlcoat,Black,True,35113
Lexus,GS 350 Base,2014,85275,Gasoline,3.5 Liter,Nebula Gray Pearl,Black,True,23998
Hyundai,Tucson Limited,2016,138000,Gasoline,175.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Brown,Beige,True,10990
Chevrolet,SSR Base,2003,87500,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,16999
Maserati,GranTurismo Base,2013,34920,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gray,Brown,True,38900
BMW,M2 Base,2018,25000,Gasoline,365.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,True,52000
Subaru,Outback 2.5i Limited,2015,162000,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gray,Black,True,13999
Buick,Roadmaster Estate,1996,119500,Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,16999
Land,Rover Range Rover,2017,101800,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,36500
Ford,Expedition Max XLT,2021,84351,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Blue,Ebony,True,42691
Toyota,Tacoma TRD Pro,2019,40698,Gasoline,3.5L V6 24V PDI DOHC,Super White,Black,True,42886
Mercedes-Benz,AMG GT 63,2020,40000,Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Black,Red,True,112500
BMW,230 i,2019,30000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Blue,Beige,True,29000
Lexus,ES 350 Base,2007,78980,Gasoline,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Silver,Beige,True,10600
Porsche,911 Carrera S,2007,28844,Gasoline,3.8L H6 24V MPFI DOHC,White,Beige,False,69995
Maserati,Levante Modena,2023,5409,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,Blu,Black,True,88950
Dodge,Challenger SRT Hellcat,2020,12700,Gasoline,717.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,69900
Mazda,Mazda6 Touring,2021,19000,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Blue,Black,False,25900
Audi,S4 3.0T Premium,2019,12000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Black,Black,True,48000
Ford,Mustang GT Premium,2016,25717,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,33900
Audi,TTS 2.0T Premium,2011,69700,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Orange,–,True,23000
BMW,M2 Competition,2020,25013,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Black,Black,True,55000
BMW,740 i,2016,57939,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gray,Black,True,27500
Mercedes-Benz,AMG GLE 43,2018,52694,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,49999
Mercedes-Benz,S-Class S 550,2015,54000,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,37000
Honda,S2000 Base,2002,110500,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Yellow,Red,True,27000
Chevrolet,Corvette Base,2000,97500,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Yellow,Black,True,10000
Chevrolet,Colorado Z71,2020,20909,Gasoline,3.6L V6 24V GDI DOHC,Red,Jet Black,True,35387
Mercedes-Benz,S-Class S 63,2013,77648,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Silver,Black,True,40000
Bentley,Continental GTC Base,2013,79422,Gasoline,616.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Black,Black,True,64000
GMC,Sierra 2500 SLE,2002,53850,Gasoline,340.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,Silver,Gray,True,16900
Audi,SQ5 3.0T Premium,2020,21832,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Blue,Black,True,42000
Toyota,Corolla iM Base,2017,41932,Gasoline,137.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,18700
GMC,Yukon XL SLT,2017,110000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Blue,Black,True,34999
Toyota,Tundra 1794,2020,67400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Black,Brown,True,47500
Subaru,WRX Premium,2017,62662,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,24000
Subaru,WRX Base,2015,102000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,18000
INFINITI,Q50 Premium,2014,79785,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Red,White,True,16488
Chevrolet,Suburban Premier,2017,166549,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,White,Beige,True,24950
Toyota,Sequoia Limited,2006,190656,Gasoline,273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Black,Gray,True,8900
Porsche,Cayenne GTS,2009,135606,Gasoline,405.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,15000
Kia,Telluride S,2023,14700,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Blue,Black,True,39900
Mercedes-Benz,AMG E 63,2019,12985,Gasoline,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gray,Black,True,96000
BMW,Z4 sDrive35is,2014,4200,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,White,Red,True,64995
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Red,Black,True,23500
Dodge,Dart SE,2015,66000,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Black,Black,True,12000
Land,Rover Range Rover,2021,17945,Gasoline,5.0L V8 32V GDI DOHC Supercharged,Santorini Black Metallic,Ebony,True,89900
Nissan,370Z Base,2013,106700,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Red,Black,True,17500
Cadillac,Escalade ESV Luxury,2020,120000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Black,Black,True,55000
Mercedes-Benz,E-Class E 350,2012,59600,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,White,Beige,True,19900
Kia,Optima Hybrid EX,2012,117220,Hybrid,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Black,Black,True,8900
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Silver,Gray,True,67500
Volkswagen,Golf GTI 2.0T,2018,63450,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,White,Black,True,24325
Dodge,Ram 1500 SRT-10,2004,73000,Gasoline,500.0HP 8.3L 10 Cylinder Engine Gasoline Fuel,Black,Gray,True,22500
Scion,tC Anniversary Edition,2014,115000,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Silver,Silver,True,11495
Land,Rover Range Rover,2016,56000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Black,Brown,True,49900
Lexus,LS 500 Base,2018,67296,Gasoline,"3.5L V-6 port/direct injection, DOHC, VVT-iE/VVT-i variable valv",–,–,True,40900
Chevrolet,Suburban 1500 LT,2015,179200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Black,–,True,16000
Maserati,GranTurismo Base,2015,28000,Gasoline,444.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,White,Red,True,44999
Porsche,911 Carrera Turbo,2003,155000,Gasoline,415.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Black,Black,True,55000
Hyundai,Sonata Hybrid Base,2012,154000,Hybrid,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Green,Gray,True,8500
Cadillac,CTS Luxury,2012,62500,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Red,Beige,True,18955
BMW,323 Ci,2000,177700,Gasoline,170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Silver,Black,True,2500
Nissan,370Z Touring,2012,65000,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gray,Black,True,21500
Mercedes-Benz,GLS 450 Base,2018,62808,Gasoline,3.0 Liter DOHC Twin Turbo,Black,–,True,38598
Ford,Mustang GT Premium,2021,3000,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Red,Black,True,49500
Audi,Q5 2.0T Premium,2012,119000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gray,–,True,12000
RAM,2500 Big Horn,2013,198868,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Brown,Beige,True,25000
Dodge,Ram 1500 ST,2011,188000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Silver,Black,True,8500
